ticker,close,date,return_1d,return_1w,return_1m,return_3m,return_6m,return_1y,volume
ASML,1794.62,2026-06-26,-2.528818337760665,-6.999092751176744,12.313267036742664,38.086855864428614,67.87807693530975,126.62651265765557,2838900
ASTS,71.45,2026-06-26,8.884486437061868,-11.418299032977924,-44.86882716049382,-9.17757722130418,-0.6949270326615705,41.14974318451206,22164500
AVAV,137.95,2026-06-26,0.9291776412057227,-18.666352219798373,-23.902250661959407,-25.20197364853875,-45.90196078431373,-49.35198443294049,5873700
AVGO,365.02,2026-06-26,-3.6657781531234437,-11.11556997000741,-13.329994940173675,21.599724966486946,4.050507054522889,36.10804522268292,34770800
BATT,15.01,2026-06-26,-2.3422251138581616,-9.414604707302358,-12.630966239813738,4.526462395543178,4.84772282760547,63.374149659863946,65800
BBP,95.276,2026-06-26,2.069763455605076,5.848109141003417,9.216378559310368,21.200865029894413,16.718323144960724,62.53433187191866,6700
BE,252.02,2026-06-26,-18.48761239407465,-23.377215651698037,-14.220558202859088,89.14740318222756,179.4632956309603,1028.6162113748321,57095100
BEAM,34.81,2026-06-26,2.5935750073681185,1.9625073227885228,9.156475384132962,56.87246507435783,24.41029306647606,103.09218203033839,4782200
BEP,35.27,2026-06-26,0.11353959693444864,0.08513053348467972,-2.397312397782826,12.301593619155277,31.875116844269964,44.80258485135875,602301
BETZ,18.78,2026-06-26,2.037489812550937,-3.543913713405227,0.7510729613733936,8.242074927953889,-11.237149946827357,-16.056909660607083,59500
BIOA,23.76,2026-06-26,5.03978779840849,14.395763119884458,40.17699115044249,47.12074303405575,71.18155619596543,444.95412844036696,3119800
BITQ,25.15,2026-06-26,1.8631024706358739,-9.759598134194484,-11.162133521723772,34.563937934724436,21.380308880308878,29.37242798353908,274400
BJK,34.94,2026-06-10,-0.7211497479669866,0.0,-0.6104464280634806,3.7719037719037596,-15.049841964502807,-14.043991566765973,2812
BKCH,79.09,2026-06-26,2.2891877909984615,-9.50800915331808,-13.059250302297457,43.201158790512416,18.54070087245596,56.340806749400066,83286
BKSY,24.76,2026-06-26,1.6837782340862428,-14.591238358054493,-51.450980392156865,6.311721768999582,28.223718280683602,20.898437500000007,2179100
BLDP,3.62,2026-06-26,0.2770083102493139,-17.162471395881006,-40.55829228243021,51.78197064989519,37.64258555133081,139.73509933774838,5756200
BLK,964.71,2026-06-26,-0.7418306033418309,-8.130731651572711,-9.360926461346128,3.886736524666624,-10.344803230862109,-4.449627835802042,1506800
BLOK,63.17,2026-06-26,1.282667949334623,-5.405810122791254,-4.720965309200597,30.16690706779312,7.580902814440398,14.144360000144562,178000
BMI,140.88,2026-06-26,-0.014194464158985261,3.970479704797045,12.228152632836768,-3.058594913879189,-21.59713012550136,-42.349762777949195,722200
BOTT,46.353,2026-06-26,-2.6974264242831283,-11.990202779676459,-16.646286639093685,1.8680087027229004,10.93215268637072,51.50366232722019,13300
BOTZ,36.01,2026-06-26,-1.6388964763725797,-6.15063851967683,-10.132268530072379,10.936537276648172,-1.1602214494122012,12.31154054880139,598400
BSX,44.23,2026-06-26,0.0678733031674073,-2.3404725104879716,-12.34641300039636,-36.05609368223219,-53.95586092025818,-57.70701855039204,30003800
BSY,30.0,2026-06-26,4.4932079414838,2.110279101429547,-6.239158902748135,-13.522239197486385,-22.78946230581549,-42.61613060568674,7630600
BUG,35.52,2026-06-26,3.6475051065071487,4.809678371200952,8.325709057639537,47.6923076923077,13.890322849566672,-3.9885824260182288,1802500
BWXT,197.91,2026-06-26,-3.3501001123211473,-3.6465433300876384,-0.5227444081427455,-2.1792801569401976,12.831722184594534,40.28171170481512,3058400
BYDDY,9.37,2026-06-26,-3.1023784901758087,-8.940719144800777,-18.622929748226127,-24.008953480827874,-24.677245614881276,-40.981954460995816,1526900
CAMT,153.72,2026-06-26,-8.532666904676903,-21.233859397417504,-9.373894587902374,0.25435335550771954,40.96286107290234,82.78240190249704,430800
CARR,73.59,2026-06-26,-3.1710526315789433,2.4787634034257082,14.075337157029914,36.132821532627304,38.40069059292819,2.8699873771438242,8194400
CAT,997.47,2026-06-26,-5.632870076915069,1.1817573187803023,9.620520259800214,43.71138945934941,71.81942346519298,164.02672586690062,13948452
CB,341.44,2026-06-26,3.210204945287469,5.578231292517014,6.8226123297147,7.3381588978222005,9.585101766764494,21.943292654616613,3340244
CCJ,104.49,2026-06-26,0.8785479822359495,-1.8781106207155605,-2.7457185405807922,0.5484988452655823,12.548470486859104,40.60361729011389,2349500
CDLR,21.11,2026-06-26,-3.1206975676916002,-2.6291512915129167,-19.580952380952382,-4.566003616636535,9.605399792315668,4.504950495049505,189200
CDNS,377.27,2026-06-26,2.4549873720229107,-2.6123544748186593,0.8608474802833767,38.81959009456526,18.30725328483176,24.22865421976357,3904700
CEG,264.02,2026-06-26,-1.7380624511518912,-3.6634313653944464,-8.542330608286,-12.292212238096646,-26.542599838851128,-17.70550402495579,3916600
CEVA,42.32,2026-06-26,-3.5990888382687887,-14.883346741753819,4.364981504315668,132.27222832052692,95.29303184125519,87.83843763870394,1174300
CGC,0.946,2026-06-26,3.614457831325292,-2.171664943123063,-11.588785046728981,5.935050391937283,-20.504201680672267,-23.70967741935484,5057400
CHAT,93.61,2026-06-26,-4.264675802822665,-8.53038889974595,-0.20255863539445387,55.2919708029197,57.78118626641271,98.15204851666437,577400
CHKP,130.05,2026-06-26,5.869423640507984,6.310798659364027,1.0411001476186803,-6.331028522039753,-31.42088749439712,-40.58388157894736,1165400
CHRS,1.5,2026-06-26,1.3513513513513526,1.3513513513513526,-9.638554216867465,-7.97546012269938,12.781954887218038,104.75020475020473,4460500
CHWY,18.55,2026-06-26,2.260198456449835,1.8671059857221297,-12.458706937234547,-28.981623277182234,-42.90550938750385,-57.28758922403868,13219300
CIBR,85.36,2026-06-26,2.032034425053793,1.0567390496215128,4.136294597380736,40.60796141517235,17.011170618900813,14.470700408881404,3405741
CLH,301.65,2026-06-26,0.7548682320718765,4.521829521829505,6.680577167916249,8.118279569892465,25.254328779637074,31.009771986970673,712600
CLIX,54.5788,2026-06-26,0.7303015146789273,-2.918555094664492,-7.427346339246034,5.353292604067134,-9.723092903893829,5.657382241116306,2369
CLSK,16.33,2026-06-26,2.898550724637676,-5.278422273781904,-9.478935698447899,88.56812933025402,49.679193400549934,51.06382978723401,19955600
CNH,11.03,2026-06-26,0.9149130832570873,5.4493307839388,4.847908745247147,3.8850953614315955,17.970437870328766,-13.670979204332893,20685300
COHR,380.56,2026-06-26,-6.553713934929404,-2.312806427599659,0.09995265400599596,56.300312140627575,98.4978093052368,323.40898976413,7096600
COIN,149.06,2026-06-26,4.588829637945546,-8.697782677937028,-14.22488203475659,-7.49658681891522,-37.07893626002533,-60.25808515743728,10480600
COPX,76.18,2026-06-26,-0.3922594142259377,-10.87973795039775,-11.511209199674754,6.381790252758004,2.9800406891470965,71.95922458082401,2483900
CORZ,27.2,2026-06-26,-0.25669233590025775,-6.721536351165984,0.0,80.49104180491041,77.89404839764552,66.25916870415648,20585500
